dataset,variable,label,type,length
advs,STUDYID,Study Identifier,Char,50
advs,USUBJID,Unique Subject Identifier,Char,50
advs,SUBJID,Subject Identifier for the Study,Char,50
advs,SITEID,Study Site Identifier,Char,50
advs,ASEQ,Analysis Sequence Number,Num,8
advs,TRTP,Planned Treatment,Char,50
advs,TRTPN,Planned Treatment (N),Num,8
advs,TRTA,Actual Treatment,Char,50
advs,TRTAN,Actual Treatment (N),Num,8
advs,TRTPGy,Planned Pooled Treatment y,Char,50
advs,TRTPGyN,Planned Pooled Treatment y (N),Num,8
advs,TRTAGy,Actual Pooled Treatment y,Char,50
advs,TRTAGyN,Actual Pooled Treatment y (N),Num,8
advs,DOSEP,Planned Treatment Dose,Num,8
advs,DOSCUMP,Cumulative Planned Treatment Dose,Num,8
advs,DOSEA,Actual Treatment Dose,Num,8
advs,DOSCUMA,Cumulative Actual Treatment Dose,Num,8
advs,DOSEU,Treatment Dose Units,Char,50
advs,ADT,Analysis Date,Num,8
advs,ATM,Analysis Time,Num,8
advs,ADTM,Analysis Datetime,Num,8
advs,ADY,Analysis Relative Day,Num,8
advs,ADTF,Analysis Date Imputation Flag,Char,50
advs,ATMF,Analysis Time Imputation Flag,Char,50
advs,ASTDT,Analysis Start Date,Num,8
advs,ASTTM,Analysis Start Time,Num,8
advs,ASTDTM,Analysis Start Datetime,Num,8
advs,ASTDY,Analysis Start Relative Day,Num,8
advs,ASTDTF,Analysis Start Date Imputation Flag,Char,50
advs,ASTTMF,Analysis Start Time Imputation Flag,Char,50
advs,AENDT,Analysis End Date,Num,8
advs,AENTM,Analysis End Time,Num,8
advs,AENDTM,Analysis End Datetime,Num,8
advs,AENDY,Analysis End Relative Day,Num,8
advs,AENDTF,Analysis End Date Imputation Flag,Char,50
advs,AENTMF,Analysis End Time Imputation Flag,Char,50
advs,AVISIT,Analysis Visit,Char,50
advs,AVISITN,Analysis Visit (N),Num,8
advs,ATPT,Analysis Timepoint,Char,50
advs,ATPTN,Analysis Timepoint (N),Num,8
advs,ATPTREF,Analysis Timepoint Reference,Char,8
advs,APHASE,Phase,Char,50
advs,APHASEN,Phase (N),Num,8
advs,APERIOD,Period,Num,8
advs,APERIODC,Period (C),Char,50
advs,ASPER,Subperiod within Period,Num,8
advs,ASPERC,Subperiod within Period (C),Char,50
advs,ARELTM,Analysis Relative Time,Num,8
advs,ARELTMU,Analysis Relative Time Unit,Char,50
advs,APERSDT,Period Start Date,Num,8
advs,APERSTM,Period Start Time,Num,8
advs,APERSDTM,Period Start Datetime,Num,8
advs,APERSDTF,Period Start Date Imput. Flag,Char,50
advs,APERSTMF,Period Start Time Imput. Flag,Char,50
advs,APEREDT,Period End Date,Num,8
advs,APERETM,Period End Time,Num,8
advs,APEREDTM,Period End Datetime,Num,8
advs,APEREDTF,Period End Date Imput. Flag,Char,50
advs,APERETMF,Period End Time Imput. Flag,Char,50
advs,ASPRSDT,Subperiod Start Date,Num,8
advs,ASPRSTM,Subperiod Start Time,Num,8
advs,ASPRSDTM,Subperiod Start Datetime,Num,8
advs,ASPRSDTF,Subperiod Start Date Imput. Flag,Char,50
advs,ASPRSTMF,Subperiod Start Time Imput. Flag,Char,50
advs,ASPREDT,Subperiod End Date,Num,8
advs,ASPRETM,Subperiod End Time,Num,8
advs,ASPREDTM,Subperiod End Datetime,Num,8
advs,ASPREDTF,Subperiod End Date Imput. Flag,Char,50
advs,ASPRETMF,Subperiod End Time Imput. Flag,Char,50
advs,PHSDT,Phase Start Date,Num,8
advs,PHSTM,Phase Start Time,Num,8
advs,PHSDTM,Phase Start Datetime,Num,8
advs,PHSDTF,Phase Start Date Imput. Flag,Char,50
advs,PHSTMF,Phase Start Time Imput. Flag,Char,50
advs,PHEDT,Phase End Date,Num,8
advs,PHETM,Phase End Time,Num,8
advs,PHEDTM,Phase End Datetime,Num,8
advs,PHEDTF,Phase End Date Imput. Flag,Char,50
advs,PHETMF,Phase End Time Imput. Flag,Char,50
advs,*DT,{Date},Num,8
advs,*TM,{Time},Num,8
advs,*DTM,{Datetime},Num,8
advs,*ADY,{Relative Day},Num,8
advs,*DTF,{Date Imputation Flag},Char,50
advs,*TMF,{Time Imputation Flag},Char,50
advs,*SDT,{Start Date},Num,8
advs,*STM,{Start Time},Num,8
advs,*SDTM,{Start Datetime},Num,8
advs,*SDY,{Relative Start Day},Num,8
advs,*SDTF,{Start Date Imputation Flag},Char,50
advs,*STMF,{Start Time Imputation Flag},Char,50
advs,*EDT,{End Date},Num,8
advs,*ETM,{End Time},Num,8
advs,*EDTM,{End Datetime},Num,8
advs,*EDY,{Relative End Day},Num,8
advs,*EDTF,{End Date Imputation Flag},Char,50
advs,*ETMF,{End Time Imputation Flag},Char,50
advs,PARAM,Parameter,Char,50
advs,PARAMCD,Parameter Code,Char,50
advs,PARAMN,Parameter (N),Num,8
advs,PARCATy,Parameter Category y,Char,50
advs,PARCATyN,Parameter Category y (N),Num,8
advs,AVAL,Analysis Value,Num,8
advs,AVALC,Analysis Value (C),Char,50
advs,AVALCATy,Analysis Value Category y,Char,50
advs,AVALCAyN,Analysis Value Category y (N),Num,8
advs,BASE,Baseline Value,Num,8
advs,BASEC,Baseline Value (C),Char,50
advs,BASECATy,Baseline Category y,Char,50
