dataset,variable,label,type,length
GeographicScope,parent_entity,Parent Entity Name,String,[1]
GeographicScope,parent_id,Parent Entity Id,String,[1]
GeographicScope,parent_rel,Name of Relationship from Parent Entity,String,[1]
GeographicScope,rel_type,Type of Relationship,String,[1]
GeographicScope,id,(Geographic Scope Id),String,[1]
GeographicScope,instanceType,Instance Type,String,[1]
GeographicScope,type,Geographic Scope Type [Exists],Boolean,Code[1]
GeographicScope,type.id,Geographic Scope Type / (Code Id),String,Code[1].id[1]
GeographicScope,type.code,Geographic Scope Type / Code Value,String,Code[1].code[1]
GeographicScope,type.codeSystem,Geographic Scope Type / Code System Name,String,Code[1].codeSystem[1]
GeographicScope,type.codeSystemVersion,Geographic Scope Type / Code System Version,String,Code[1].codeSystemVersion[1]
GeographicScope,type.decode,Geographic Scope Type / Decode,String,Code[1].decode[1]
