dataset,variable,label,type,length
lb,STUDYID,Study Identifier,Char,12
lb,DOMAIN,Domain Abbreviation,Char,2
lb,USUBJID,Unique Subject Identifier,Char,8
lb,LBSEQ,Sequence Number,Num,8
lb,LBTESTCD,Lab Test or Examination Short Name,Char,8
lb,LBTEST,Lab Test or Examination Name,Char,50
lb,LBCAT,Category for Lab Test,Char,50
lb,LBORRES,Result or Finding in Original Units,Char,25
lb,LBORRESU,Original Units,Char,25
lb,LBSPEC,Specimen Type,Char,25
lb,LBDTC,Date/Time of Specimen Collection,Char,19
lb,LBENDTC,End Date/Time of Specimen Collection,Char,19
lb,LBDY,Study Day of Specimen Collection,Num,8
lb,LBENDY,Study Day of End of Observation,Num,8
