path,attribute,value
,parent_entity,StudyDesign
,bcCategoryIds,False
,name,Activity 1
,parent_id,StudyDesign_1
,id,Activity_1
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,biomedicalConceptIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,name,Activity 2
,parent_id,StudyDesign_1
,id,Activity_2
,parent_rel,activities
,definedProcedures,False
,bcSurrogateIds,Not in dataset
,biomedicalConceptIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,False
,name,Activity 3
,parent_id,StudyDesign_1
,id,Activity_3
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
,biomedicalConceptIds,Not in dataset
,parent_entity,StudyDesign
,bcCategoryIds,
,name,Activity 4
,parent_id,StudyDesign_1
,id,Activity_4
,parent_rel,activities
,definedProcedures,
,bcSurrogateIds,Not in dataset
,biomedicalConceptIds,Not in dataset
