path,attribute,value
/StudyDefinitionDocumentVersion/0,parent_entity,StudyDefinitionDocument
/StudyDefinitionDocumentVersion/0,parent_id,StudyDefinitionDocument_1
/StudyDefinitionDocumentVersion/0,parent_rel,versions
/StudyDefinitionDocumentVersion/0,id,StudyDefinitionDocumentVersion_1
/StudyDefinitionDocumentVersion/0,version,2
/StudyDefinitionDocumentVersion/0,id.GovernanceDate,GovernanceDate_2
/StudyDefinitionDocumentVersion/0,name,P_APPROVE
/StudyDefinitionDocumentVersion/0,type.code,C99903x1
/StudyDefinitionDocumentVersion/0,type.decode,Protocol Effective Date
/StudyDefinitionDocumentVersion/0,type.code.GeographicScope,C68846
/StudyDefinitionDocumentVersion/0,type.decode.GeographicScope,Global
/StudyDefinitionDocumentVersion/0,code.standardCode.code,Not in dataset
/StudyDefinitionDocumentVersion/0,code.standardCode.decode,Not in dataset
/StudyDefinitionDocumentVersion/0,dateValue,2006-07-01
/StudyDefinitionDocumentVersion/0,parent_entity,StudyDefinitionDocument
/StudyDefinitionDocumentVersion/0,parent_id,StudyDefinitionDocument_1
/StudyDefinitionDocumentVersion/0,parent_rel,versions
/StudyDefinitionDocumentVersion/0,id,StudyDefinitionDocumentVersion_1
/StudyDefinitionDocumentVersion/0,version,2
/StudyDefinitionDocumentVersion/0,id.GovernanceDate,GovernanceDate_3
/StudyDefinitionDocumentVersion/0,name,P_APPROVE2
/StudyDefinitionDocumentVersion/0,type.code,C99903x1
/StudyDefinitionDocumentVersion/0,type.decode,Protocol Effective Date
/StudyDefinitionDocumentVersion/0,type.code.GeographicScope,C68846
/StudyDefinitionDocumentVersion/0,type.decode.GeographicScope,Global
/StudyDefinitionDocumentVersion/0,code.standardCode.code,Not in dataset
/StudyDefinitionDocumentVersion/0,code.standardCode.decode,Not in dataset
/StudyDefinitionDocumentVersion/0,dateValue,2006-07-02
